Date,Open,High,Low,Close,Volume
2024-09-01,0.0859,0.0864,0.0788,0.0798,25260124.0
2024-09-02,0.0798,0.0945,0.0795,0.0933,54706010.0
2024-09-03,0.0934,0.0965,0.0886,0.0888,68574215.0
2024-09-04,0.089,0.0949,0.085,0.0935,51809218.0
2024-09-05,0.0935,0.0941,0.087,0.0878,31757987.0
2024-09-06,0.0878,0.0906,0.0803,0.0839,41865173.0
2024-09-07,0.0839,0.0883,0.0825,0.0858,21871168.0
2024-09-08,0.0858,0.092,0.0852,0.0898,23874340.0
2024-09-09,0.0897,0.099,0.0891,0.0972,47113913.0
2024-09-10,0.0972,0.1007,0.0947,0.098,32595204.0
2024-09-11,0.098,0.0981,0.0909,0.0947,38371791.0
2024-09-12,0.0946,0.1019,0.0946,0.1006,29840973.0
2024-09-13,0.1007,0.1085,0.0982,0.1078,57221491.0
2024-09-14,0.1079,0.11,0.1024,0.1039,27782005.0
2024-09-15,0.1039,0.1051,0.0963,0.0978,29622432.0
2024-09-16,0.0978,0.0993,0.0915,0.0927,31191996.0
2024-09-17,0.0927,0.0998,0.0913,0.0976,38530368.0
2024-09-18,0.0975,0.1034,0.092,0.1034,48796094.0
2024-09-19,0.1034,0.1083,0.1017,0.1035,58825202.0
2024-09-20,0.1035,0.109,0.0988,0.1025,49352193.0
2024-09-21,0.1024,0.1042,0.0996,0.1041,25997178.0
2024-09-22,0.104,0.1044,0.097,0.1008,30912091.0
2024-09-23,0.1008,0.1121,0.0984,0.1108,76996123.0
2024-09-24,0.111,0.1127,0.1055,0.1115,60258099.0
